frame,x,y,dist_to_cage,vx_px_s,vy_px_s,speed_px_s
110,490,357,96.38464608017192,0.0,59.9469602001728,59.9469602001728
111,490,357,96.38464608017192,0.0,0.0,0.0
112,490,357,96.38464608017192,0.0,0.0,0.0
113,490,357,96.38464608017192,0.0,0.0,0.0
114,490,357,96.38464608017192,0.0,0.0,0.0
115,490,358,95.88013350011565,0.0,59.9469602001728,59.9469602001728
116,490,358,95.88013350011565,0.0,0.0,0.0
117,490,358,95.88013350011565,0.0,0.0,0.0
118,490,358,95.88013350011565,0.0,0.0,0.0
119,490,358,95.88013350011565,0.0,0.0,0.0
120,490,359,95.38343671728336,0.0,59.9469602001728,59.9469602001728
121,490,359,95.38343671728336,0.0,0.0,0.0
122,490,359,95.38343671728336,0.0,0.0,0.0
123,490,359,95.38343671728336,0.0,0.0,0.0
124,490,359,95.38343671728336,0.0,0.0,0.0
125,490,359,95.38343671728336,0.0,0.0,0.0
126,490,360,94.89467845985885,0.0,59.9469602001728,59.9469602001728
127,490,360,94.89467845985885,0.0,0.0,0.0
128,490,360,94.89467845985885,0.0,0.0,0.0
129,490,360,94.89467845985885,0.0,0.0,0.0
130,490,360,94.89467845985885,0.0,0.0,0.0
131,490,360,94.89467845985885,0.0,0.0,0.0
132,490,360,94.89467845985885,0.0,0.0,0.0
133,490,361,94.41398201537736,0.0,59.9469602001728,59.9469602001728
134,489,361,95.29428104561154,-59.9469602001728,0.0,59.9469602001728
135,489,361,95.29428104561154,0.0,0.0,0.0
136,489,361,95.29428104561154,0.0,0.0,0.0
137,489,361,95.29428104561154,0.0,0.0,0.0
138,489,361,95.29428104561154,0.0,0.0,0.0
139,489,361,95.29428104561154,0.0,0.0,0.0
140,489,361,95.29428104561154,0.0,0.0,0.0
141,489,361,95.29428104561154,0.0,0.0,0.0
142,489,361,95.29428104561154,0.0,0.0,0.0
143,489,361,95.29428104561154,0.0,0.0,0.0
144,489,361,95.29428104561154,0.0,0.0,0.0
145,489,361,95.29428104561154,0.0,0.0,0.0
146,489,361,95.29428104561154,0.0,0.0,0.0
147,488,361,96.17692030835673,-59.9469602001728,0.0,59.9469602001728
148,488,361,96.17692030835673,0.0,0.0,0.0
149,488,361,96.17692030835673,0.0,0.0,0.0
150,488,361,96.17692030835673,0.0,0.0,0.0
151,488,361,96.17692030835673,0.0,0.0,0.0
152,488,361,96.17692030835673,0.0,0.0,0.0
153,488,361,96.17692030835673,0.0,0.0,0.0
154,488,361,96.17692030835673,0.0,0.0,0.0
155,488,361,96.17692030835673,0.0,0.0,0.0
156,487,361,97.06183596038146,-59.9469602001728,0.0,59.9469602001728
157,487,361,97.06183596038146,0.0,0.0,0.0
158,487,361,97.06183596038146,0.0,0.0,0.0
159,487,360,97.52948272189288,0.0,-59.9469602001728,59.9469602001728
160,487,360,97.52948272189288,0.0,0.0,0.0
161,487,360,97.52948272189288,0.0,0.0,0.0
162,487,360,97.52948272189288,0.0,0.0,0.0
163,487,360,97.52948272189288,0.0,0.0,0.0
164,487,360,97.52948272189288,0.0,0.0,0.0
165,486,360,98.41239759298622,-59.9469602001728,0.0,59.9469602001728
166,486,360,98.41239759298622,0.0,0.0,0.0
167,486,360,98.41239759298622,0.0,0.0,0.0
168,486,360,98.41239759298622,0.0,0.0,0.0
169,486,360,98.41239759298622,0.0,0.0,0.0
170,486,359,98.88377015466189,0.0,-59.9469602001728,59.9469602001728
171,486,359,98.88377015466189,0.0,0.0,0.0
172,486,359,98.88377015466189,0.0,0.0,0.0
173,486,359,98.88377015466189,0.0,0.0,0.0
174,486,359,98.88377015466189,0.0,0.0,0.0
175,486,359,98.88377015466189,0.0,0.0,0.0
176,486,359,98.88377015466189,0.0,0.0,0.0
177,486,359,98.88377015466189,0.0,0.0,0.0
178,486,359,98.88377015466189,0.0,0.0,0.0
179,486,359,98.88377015466189,0.0,0.0,0.0
180,486,359,98.88377015466189,0.0,0.0,0.0
181,486,359,98.88377015466189,0.0,0.0,0.0
182,486,359,98.88377015466189,0.0,0.0,0.0
183,486,359,98.88377015466189,0.0,0.0,0.0
184,486,359,98.88377015466189,0.0,0.0,0.0
185,486,359,98.88377015466189,0.0,0.0,0.0
186,486,359,98.88377015466189,0.0,0.0,0.0
187,486,359,98.88377015466189,0.0,0.0,0.0
188,486,359,98.88377015466189,0.0,0.0,0.0
189,486,359,98.88377015466189,0.0,0.0,0.0
190,486,359,98.88377015466189,0.0,0.0,0.0
191,486,359,98.88377015466189,0.0,0.0,0.0
192,486,359,98.88377015466189,0.0,0.0,0.0
193,486,359,98.88377015466189,0.0,0.0,0.0
194,486,359,98.88377015466189,0.0,0.0,0.0
195,486,359,98.88377015466189,0.0,0.0,0.0
196,486,359,98.88377015466189,0.0,0.0,0.0
197,486,359,98.88377015466189,0.0,0.0,0.0
198,486,359,98.88377015466189,0.0,0.0,0.0
199,487,359,98.00510190801293,59.9469602001728,0.0,59.9469602001728
200,487,359,98.00510190801293,0.0,0.0,0.0
201,487,359,98.00510190801293,0.0,0.0,0.0
202,487,359,98.00510190801293,0.0,0.0,0.0
203,487,359,98.00510190801293,0.0,0.0,0.0
204,487,359,98.00510190801293,0.0,0.0,0.0
205,487,359,98.00510190801293,0.0,0.0,0.0
206,487,359,98.00510190801293,0.0,0.0,0.0
207,487,359,98.00510190801293,0.0,0.0,0.0
208,487,359,98.00510190801293,0.0,0.0,0.0
209,488,359,97.12878049270464,59.9469602001728,0.0,59.9469602001728
210,488,359,97.12878049270464,0.0,0.0,0.0
211,488,359,97.12878049270464,0.0,0.0,0.0
212,488,359,97.12878049270464,0.0,0.0,0.0
213,488,359,97.12878049270464,0.0,0.0,0.0
214,488,359,97.12878049270464,0.0,0.0,0.0
215,488,359,97.12878049270464,0.0,0.0,0.0
216,488,359,97.12878049270464,0.0,0.0,0.0
217,489,359,96.25487000666512,59.9469602001728,0.0,59.9469602001728
218,489,359,96.25487000666512,0.0,0.0,0.0
219,489,359,96.25487000666512,0.0,0.0,0.0
220,489,360,95.77055915050303,0.0,59.9469602001728,59.9469602001728
221,489,360,95.77055915050303,0.0,0.0,0.0
222,489,360,95.77055915050303,0.0,0.0,0.0
223,489,360,95.77055915050303,0.0,0.0,0.0
224,489,360,95.77055915050303,0.0,0.0,0.0
225,490,359,95.38343671728336,59.9469602001728,-59.9469602001728,84.77780413812452
226,490,359,95.38343671728336,0.0,0.0,0.0
227,490,359,95.38343671728336,0.0,0.0,0.0
228,490,359,95.38343671728336,0.0,0.0,0.0
229,490,359,95.38343671728336,0.0,0.0,0.0
230,490,359,95.38343671728336,0.0,0.0,0.0
231,490,359,95.38343671728336,0.0,0.0,0.0
232,490,359,95.38343671728336,0.0,0.0,0.0
233,491,359,94.51454914456292,59.9469602001728,0.0,59.9469602001728
234,491,359,94.51454914456292,0.0,0.0,0.0
235,491,359,94.51454914456292,0.0,0.0,0.0
236,491,359,94.51454914456292,0.0,0.0,0.0
237,491,359,94.51454914456292,0.0,0.0,0.0
238,491,359,94.51454914456292,0.0,0.0,0.0
239,491,358,95.01578816175763,0.0,-59.9469602001728,59.9469602001728
240,491,358,95.01578816175763,0.0,0.0,0.0
241,492,358,94.15412895885129,59.9469602001728,0.0,59.9469602001728
242,492,358,94.15412895885129,0.0,0.0,0.0
243,492,358,94.15412895885129,0.0,0.0,0.0
244,492,358,94.15412895885129,0.0,0.0,0.0
245,492,358,94.15412895885129,0.0,0.0,0.0
246,492,357,94.66784036831093,0.0,-59.9469602001728,59.9469602001728
247,493,357,93.81364506296512,59.9469602001728,0.0,59.9469602001728
248,493,357,93.81364506296512,0.0,0.0,0.0
249,493,357,93.81364506296512,0.0,0.0,0.0
250,493,356,94.33981132056604,0.0,-59.9469602001728,59.9469602001728
251,493,356,94.33981132056604,0.0,0.0,0.0
252,494,356,93.49331526906082,59.9469602001728,0.0,59.9469602001728
253,494,356,93.49331526906082,0.0,0.0,0.0
254,494,355,94.03190947758107,0.0,-59.9469602001728,59.9469602001728
255,494,355,94.03190947758107,0.0,0.0,0.0
256,495,355,93.1933474020544,59.9469602001728,0.0,59.9469602001728
257,495,354,93.74433316206373,0.0,-59.9469602001728,59.9469602001728
258,495,354,93.74433316206373,0.0,0.0,0.0
259,495,354,93.74433316206373,0.0,0.0,0.0
260,496,353,93.47726996441435,59.9469602001728,-59.9469602001728,84.77780413812452
261,496,353,93.47726996441435,0.0,0.0,0.0
262,496,353,93.47726996441435,0.0,0.0,0.0
263,497,352,93.23089616645332,59.9469602001728,-59.9469602001728,84.77780413812452
264,497,352,93.23089616645332,0.0,0.0,0.0
265,498,351,93.00537618869137,59.9469602001728,-59.9469602001728,84.77780413812452
266,498,351,93.00537618869137,0.0,0.0,0.0
267,499,350,92.80086206496145,59.9469602001728,-59.9469602001728,84.77780413812452
268,499,350,92.80086206496145,0.0,0.0,0.0
269,500,349,92.61749294814668,59.9469602001728,-59.9469602001728,84.77780413812452
270,500,349,92.61749294814668,0.0,0.0,0.0
271,501,348,92.45539465060976,59.9469602001728,-59.9469602001728,84.77780413812452
272,501,348,92.45539465060976,0.0,0.0,0.0
273,502,347,92.31467922275417,59.9469602001728,-59.9469602001728,84.77780413812452
274,502,347,92.31467922275417,0.0,0.0,0.0
275,503,346,92.19544457292888,59.9469602001728,-59.9469602001728,84.77780413812452
276,504,346,91.43850392476902,59.9469602001728,0.0,59.9469602001728
277,505,345,91.35097153287424,59.9469602001728,-59.9469602001728,84.77780413812452
278,505,344,92.02173656261873,0.0,-59.9469602001728,59.9469602001728
279,506,344,91.28526715741155,59.9469602001728,0.0,59.9469602001728
280,507,343,91.2414379544733,59.9469602001728,-59.9469602001728,84.77780413812452
281,508,342,91.21951545584969,59.9469602001728,-59.9469602001728,84.77780413812452
282,508,342,91.21951545584969,0.0,0.0,0.0
283,509,341,91.21951545584969,59.9469602001728,-59.9469602001728,84.77780413812452
284,510,340,91.2414379544733,59.9469602001728,-59.9469602001728,84.77780413812452
285,511,340,90.55385138137417,59.9469602001728,0.0,59.9469602001728
286,512,339,90.60905032059435,59.9469602001728,-59.9469602001728,84.77780413812452
287,513,338,90.68627239003708,59.9469602001728,-59.9469602001728,84.77780413812452
288,514,338,90.02777349240623,59.9469602001728,0.0,59.9469602001728
289,515,337,90.13878188659973,59.9469602001728,-59.9469602001728,84.77780413812452
290,516,336,90.27181176868004,59.9469602001728,-59.9469602001728,84.77780413812452
291,517,335,90.4267659490264,59.9469602001728,-59.9469602001728,84.77780413812452
292,518,335,89.81091247727082,59.9469602001728,0.0,59.9469602001728
293,519,334,90.0,59.9469602001728,-59.9469602001728,84.77780413812452
294,520,333,90.21086409075129,59.9469602001728,-59.9469602001728,84.77780413812452
295,522,332,89.87213138676528,119.8939204003456,-59.9469602001728,134.0454780520608
296,523,332,89.30845424706443,59.9469602001728,0.0,59.9469602001728
297,524,331,89.58794561770016,59.9469602001728,-59.9469602001728,84.77780413812452
298,525,330,89.88882021697692,59.9469602001728,-59.9469602001728,84.77780413812452
299,526,329,90.21086409075129,59.9469602001728,-59.9469602001728,84.77780413812452
300,527,328,90.55385138137417,59.9469602001728,-59.9469602001728,84.77780413812452
301,529,328,89.55445270895244,119.8939204003456,0.0,119.8939204003456
302,530,327,89.94442728707543,59.9469602001728,-59.9469602001728,84.77780413812452
303,531,326,90.35485598461214,59.9469602001728,-59.9469602001728,84.77780413812452
304,532,325,90.78546139112804,59.9469602001728,-59.9469602001728,84.77780413812452
305,534,325,89.89994438263018,119.8939204003456,0.0,119.8939204003456
306,535,324,90.37698822156003,59.9469602001728,-59.9469602001728,84.77780413812452
307,536,323,90.87353850269065,59.9469602001728,-59.9469602001728,84.77780413812452
308,537,322,91.3892772703669,59.9469602001728,-59.9469602001728,84.77780413812452
309,539,322,90.62008607367353,119.8939204003456,0.0,119.8939204003456
310,540,321,91.18113840043894,59.9469602001728,-59.9469602001728,84.77780413812452
311,541,320,91.76055797563569,59.9469602001728,-59.9469602001728,84.77780413812452
312,543,320,91.0823802938856,119.8939204003456,0.0,119.8939204003456
313,544,319,91.706052144883,59.9469602001728,-59.9469602001728,84.77780413812452
314,545,318,92.34717104492157,59.9469602001728,-59.9469602001728,84.77780413812452
315,546,318,92.04890004774636,59.9469602001728,0.0,59.9469602001728
316,547,317,92.72000862812729,59.9469602001728,-59.9469602001728,84.77780413812452
317,549,317,92.17917335276988,119.8939204003456,0.0,119.8939204003456
318,550,316,92.89241088485109,59.9469602001728,-59.9469602001728,84.77780413812452
319,551,315,93.62157870918435,59.9469602001728,-59.9469602001728,84.77780413812452
320,552,315,93.39164844888434,59.9469602001728,0.0,59.9469602001728
321,553,314,94.14881836751856,59.9469602001728,-59.9469602001728,84.77780413812452
322,554,314,93.94147114027967,59.9469602001728,0.0,59.9469602001728
323,555,313,94.72592042308166,59.9469602001728,-59.9469602001728,84.77780413812452
324,556,313,94.54099639838793,59.9469602001728,0.0,59.9469602001728
325,558,313,94.2019108086455,119.8939204003456,0.0,119.8939204003456
326,559,312,95.03683496413377,59.9469602001728,-59.9469602001728,84.77780413812452
327,560,312,94.89467845985885,59.9469602001728,0.0,59.9469602001728
328,561,311,95.75489543621255,59.9469602001728,-59.9469602001728,84.77780413812452
329,561,311,95.75489543621255,0.0,0.0,0.0
330,562,311,95.63472172804185,59.9469602001728,0.0,59.9469602001728
331,563,310,96.51942809610924,59.9469602001728,-59.9469602001728,84.77780413812452
332,564,310,96.42095207992918,59.9469602001728,0.0,59.9469602001728
333,565,310,96.33275663033837,59.9469602001728,0.0,59.9469602001728
334,566,310,96.25487000666512,59.9469602001728,0.0,59.9469602001728
335,566,309,97.25224933131366,0.0,-59.9469602001728,59.9469602001728
336,567,309,97.18538984847466,59.9469602001728,0.0,59.9469602001728
337,568,309,97.12878049270464,59.9469602001728,0.0,59.9469602001728
338,569,309,97.082439194738,59.9469602001728,0.0,59.9469602001728
339,569,309,97.082439194738,0.0,0.0,0.0
340,570,309,97.04638066409278,59.9469602001728,0.0,59.9469602001728
341,570,309,97.04638066409278,0.0,0.0,0.0
342,571,309,97.02061636580135,59.9469602001728,0.0,59.9469602001728
343,571,309,97.02061636580135,0.0,0.0,0.0
344,572,309,97.0051545022222,59.9469602001728,0.0,59.9469602001728
345,572,309,97.0051545022222,0.0,0.0,0.0
346,573,309,97.0,59.9469602001728,0.0,59.9469602001728
347,573,309,97.0,0.0,0.0,0.0
348,573,309,97.0,0.0,0.0,0.0
349,574,309,97.0051545022222,59.9469602001728,0.0,59.9469602001728
350,574,309,97.0051545022222,0.0,0.0,0.0
351,574,309,97.0051545022222,0.0,0.0,0.0
352,574,309,97.0051545022222,0.0,0.0,0.0
353,575,309,97.02061636580135,59.9469602001728,0.0,59.9469602001728
354,575,309,97.02061636580135,0.0,0.0,0.0
355,575,309,97.02061636580135,0.0,0.0,0.0
356,575,309,97.02061636580135,0.0,0.0,0.0
357,575,309,97.02061636580135,0.0,0.0,0.0
358,575,309,97.02061636580135,0.0,0.0,0.0
359,575,310,96.02083107326243,0.0,59.9469602001728,59.9469602001728
360,575,310,96.02083107326243,0.0,0.0,0.0
361,575,310,96.02083107326243,0.0,0.0,0.0
362,575,310,96.02083107326243,0.0,0.0,0.0
363,575,310,96.02083107326243,0.0,0.0,0.0
364,575,310,96.02083107326243,0.0,0.0,0.0
365,575,310,96.02083107326243,0.0,0.0,0.0
366,575,311,95.02105029939419,0.0,59.9469602001728,59.9469602001728
367,575,311,95.02105029939419,0.0,0.0,0.0
368,575,311,95.02105029939419,0.0,0.0,0.0
369,575,311,95.02105029939419,0.0,0.0,0.0
370,575,311,95.02105029939419,0.0,0.0,0.0
371,575,311,95.02105029939419,0.0,0.0,0.0
372,575,311,95.02105029939419,0.0,0.0,0.0
373,575,312,94.02127418834527,0.0,59.9469602001728,59.9469602001728
374,574,312,94.00531899844816,-59.9469602001728,0.0,59.9469602001728
375,574,312,94.00531899844816,0.0,0.0,0.0
376,574,312,94.00531899844816,0.0,0.0,0.0
377,574,312,94.00531899844816,0.0,0.0,0.0
378,574,312,94.00531899844816,0.0,0.0,0.0
379,574,312,94.00531899844816,0.0,0.0,0.0
380,573,313,93.0,-59.9469602001728,59.9469602001728,84.77780413812452
381,573,313,93.0,0.0,0.0,0.0
382,573,313,93.0,0.0,0.0,0.0
383,573,313,93.0,0.0,0.0,0.0
384,573,313,93.0,0.0,0.0,0.0
385,573,313,93.0,0.0,0.0,0.0
386,572,313,93.00537618869137,-59.9469602001728,0.0,59.9469602001728
387,572,313,93.00537618869137,0.0,0.0,0.0
388,572,313,93.00537618869137,0.0,0.0,0.0
389,572,314,92.00543462209176,0.0,59.9469602001728,59.9469602001728
390,572,314,92.00543462209176,0.0,0.0,0.0
391,572,314,92.00543462209176,0.0,0.0,0.0
392,571,314,92.02173656261873,-59.9469602001728,0.0,59.9469602001728
393,571,314,92.02173656261873,0.0,0.0,0.0
394,571,314,92.02173656261873,0.0,0.0,0.0
395,571,314,92.02173656261873,0.0,0.0,0.0
396,571,314,92.02173656261873,0.0,0.0,0.0
397,571,314,92.02173656261873,0.0,0.0,0.0
398,571,314,92.02173656261873,0.0,0.0,0.0
399,571,314,92.02173656261873,0.0,0.0,0.0
400,571,315,91.02197536858887,0.0,59.9469602001728,59.9469602001728
401,570,315,91.0494371207203,-59.9469602001728,0.0,59.9469602001728
402,570,315,91.0494371207203,0.0,0.0,0.0
403,570,315,91.0494371207203,0.0,0.0,0.0
404,570,315,91.0494371207203,0.0,0.0,0.0
405,570,315,91.0494371207203,0.0,0.0,0.0
406,570,315,91.0494371207203,0.0,0.0,0.0
407,570,315,91.0494371207203,0.0,0.0,0.0
408,570,315,91.0494371207203,0.0,0.0,0.0
409,570,315,91.0494371207203,0.0,0.0,0.0
410,570,315,91.0494371207203,0.0,0.0,0.0
411,570,315,91.0494371207203,0.0,0.0,0.0
412,570,315,91.0494371207203,0.0,0.0,0.0
413,570,315,91.0494371207203,0.0,0.0,0.0
414,570,316,90.0499861188218,0.0,59.9469602001728,59.9469602001728
415,570,316,90.0499861188218,0.0,0.0,0.0
416,570,316,90.0499861188218,0.0,0.0,0.0
417,570,316,90.0499861188218,0.0,0.0,0.0
418,570,316,90.0499861188218,0.0,0.0,0.0
419,570,316,90.0499861188218,0.0,0.0,0.0
420,570,316,90.0499861188218,0.0,0.0,0.0
421,570,316,90.0499861188218,0.0,0.0,0.0
422,570,316,90.0499861188218,0.0,0.0,0.0
423,570,316,90.0499861188218,0.0,0.0,0.0
424,571,316,90.0222194794152,59.9469602001728,0.0,59.9469602001728
425,571,316,90.0222194794152,0.0,0.0,0.0
426,571,316,90.0222194794152,0.0,0.0,0.0
427,571,316,90.0222194794152,0.0,0.0,0.0
428,571,316,90.0222194794152,0.0,0.0,0.0
429,571,316,90.0222194794152,0.0,0.0,0.0
430,571,316,90.0222194794152,0.0,0.0,0.0
431,571,316,90.0222194794152,0.0,0.0,0.0
432,571,316,90.0222194794152,0.0,0.0,0.0
433,572,316,90.00555538409837,59.9469602001728,0.0,59.9469602001728
434,572,316,90.00555538409837,0.0,0.0,0.0
435,572,316,90.00555538409837,0.0,0.0,0.0
436,572,316,90.00555538409837,0.0,0.0,0.0
437,572,316,90.00555538409837,0.0,0.0,0.0
438,572,316,90.00555538409837,0.0,0.0,0.0
439,572,315,91.00549433962765,0.0,-59.9469602001728,59.9469602001728
440,573,315,91.0,59.9469602001728,0.0,59.9469602001728
441,573,315,91.0,0.0,0.0,0.0
442,573,315,91.0,0.0,0.0,0.0
443,573,315,91.0,0.0,0.0,0.0
444,573,315,91.0,0.0,0.0,0.0
445,574,314,92.00543462209176,59.9469602001728,-59.9469602001728,84.77780413812452
446,574,314,92.00543462209176,0.0,0.0,0.0
447,574,314,92.00543462209176,0.0,0.0,0.0
448,574,314,92.00543462209176,0.0,0.0,0.0
449,574,313,93.00537618869137,0.0,-59.9469602001728,59.9469602001728
450,575,313,93.02150289046077,59.9469602001728,0.0,59.9469602001728
451,575,313,93.02150289046077,0.0,0.0,0.0
452,575,312,94.02127418834527,0.0,-59.9469602001728,59.9469602001728
453,575,312,94.02127418834527,0.0,0.0,0.0
454,575,311,95.02105029939419,0.0,-59.9469602001728,59.9469602001728
455,576,311,95.04735661763561,59.9469602001728,0.0,59.9469602001728
456,576,310,96.04686356149273,0.0,-59.9469602001728,59.9469602001728
457,576,310,96.04686356149273,0.0,0.0,0.0
458,576,309,97.04638066409278,0.0,-59.9469602001728,59.9469602001728
459,577,309,97.082439194738,59.9469602001728,0.0,59.9469602001728
460,577,308,98.08159868191383,0.0,-59.9469602001728,59.9469602001728
